CSV_APN,FC_APN,Year,Match_Type,APN_Changed
132-611-04,132-611-01,2014,closest_3.0m,True
097-130-028,097-130-039,2014,closest_0.2m,True
1319-30-612-002,1319-30-612-000,2014,closest_3.1m,True
1319-30-612-005,1319-30-612-000,2014,closest_2.9m,True
1319-30-612-012,1319-30-610-001,2014,closest_2.9m,True
1319-30-612-008,1319-30-610-001,2014,closest_2.9m,True
1319-30-612-009,1319-30-612-000,2014,closest_2.9m,True
1319-30-612-010,1319-30-612-000,2014,closest_3.1m,True
1319-30-612-001,1319-30-612-000,2014,closest_2.9m,True
1319-30-612-011,1319-30-612-000,2014,closest_3.1m,True
1319-30-612-003,1319-30-612-000,2014,closest_3.1m,True
123-131-01,123-131-05,2015,intersect,True
097-130-027,097-130-043,2015,intersect,True
1418-10-802-003,1418-10-802-008,2015,intersect,True
029-381-50,029-620-16,2015,intersect,True
1319-30-610-002,1319-30-610-004,2015,intersect,True
117-020-009,117-020-025,2015,intersect,True
097-111-025,097-111-028,2015,intersect,True
115-030-096,115-030-097,2015,intersect,True
1418-34-113-017,1418-34-101-001,2015,intersect,True
1418-34-113-014,1418-34-101-001,2015,intersect,True
1418-34-113-013,1418-34-101-001,2015,intersect,True
1418-34-113-003,1418-34-101-001,2015,intersect,True
1418-34-113-005,1418-34-101-001,2015,intersect,True
1418-34-113-009,1418-34-101-001,2015,intersect,True
1418-34-113-007,1418-34-101-001,2015,intersect,True
1318-24-404-023,1318-24-404-016,2015,intersect,True
026-061-30,026-061-05,2015,intersect,True
021-321-35,021-321-33,2015,intersect,True
090-072-034,090-072-026,2015,intersect,True
090-072-040,090-072-026,2015,intersect,True
085-141-012,085-141-006,2015,intersect,True
084-092-040,084-092-008,2015,intersect,True
090-223-046,090-223-008,2015,intersect,True
129-071-02,129-280-21,2015,intersect,True
129-071-06,129-280-21,2015,intersect,True
129-071-07,129-280-21,2015,intersect,True
129-071-10,129-290-01,2015,intersect,True
129-071-01,129-280-21,2015,intersect,True
1319-30-514-005,1319-30-514-000,2015,intersect,True
1319-30-514-002,1319-30-514-000,2015,intersect,True
1319-30-514-020,1319-30-514-000,2015,intersect,True
1319-19-213-003,1319-19-213-002,2015,intersect,True
1319-30-520-002,1319-30-520-024,2015,intersect,True
1319-30-520-014,1319-30-520-003,2015,intersect,True
1319-30-520-015,1319-30-520-000,2015,intersect,True
1319-30-519-007,1319-30-519-024,2015,intersect,True
1319-30-519-013,1319-30-519-024,2015,intersect,True
1319-30-520-001,1319-30-520-000,2015,intersect,True
1319-30-520-020,1319-30-520-031,2015,intersect,True
1319-30-520-021,1319-30-520-032,2015,intersect,True
1319-30-522-003,1319-30-523-003,2015,intersect,True
1319-30-522-004,1319-30-522-000,2015,intersect,True
1319-30-611-003,1319-30-611-000,2015,intersect,True
1319-30-611-007,1319-30-611-000,2015,intersect,True
1319-30-614-007,1319-30-614-000,2015,intersect,True
1319-30-615-003,1319-30-615-000,2015,intersect,True
1319-30-615-004,1319-30-615-000,2015,intersect,True
1319-30-615-005,1319-30-615-000,2015,intersect,True
1319-30-615-006,1319-30-615-000,2015,intersect,True
1319-30-625-003,1319-30-625-000,2015,intersect,True
1319-30-626-001,1319-30-626-000,2015,intersect,True
123-293-02,123-071-34,2015,intersect,True
123-293-03,123-071-34,2015,intersect,True
123-294-03,123-071-34,2015,intersect,True
123-295-01,123-071-34,2015,intersect,True
123-295-02,123-071-34,2015,intersect,True
123-295-05,123-071-34,2015,intersect,True
1319-30-617-001,1319-30-617-000,2015,intersect,True
1319-30-617-002,1319-30-617-008,2015,intersect,True
1318-23-315-025,1318-23-301-001,2015,intersect,True
1318-23-315-044,1318-23-301-001,2015,intersect,True
1318-23-315-041,1318-23-301-001,2015,intersect,True
1318-23-315-007,1318-23-301-001,2015,intersect,True
1318-23-315-031,1318-23-301-001,2015,intersect,True
1318-23-315-037,1318-23-301-001,2015,intersect,True
1318-23-315-036,1318-23-301-001,2015,intersect,True
1318-23-315-039,1318-23-301-001,2015,intersect,True
1318-23-315-004,1318-23-301-001,2015,intersect,True
1318-23-315-034,1318-23-301-001,2015,intersect,True
016-300-64,016-300-59,2015,intersect,True
025-451-29,025-451-18,2015,intersect,True
015-104-023,015-104-09,2015,intersect,True
029-710-001,029-441-21,2015,intersect,True
029-710-010,029-441-15,2015,intersect,True
029-710-019,029-441-21,2015,intersect,True
029-710-011,029-441-15,2015,intersect,True
029-710-018,029-441-15,2015,intersect,True
029-710-012,029-441-15,2015,intersect,True
029-710-017,029-441-15,2015,intersect,True
029-710-015,029-441-15,2015,intersect,True
028-340-001,028-011-19,2015,intersect,True
028-340-012,028-011-19,2015,intersect,True
028-340-017,028-011-19,2015,intersect,True
028-340-008,028-011-19,2015,intersect,True
028-340-009,028-011-19,2015,intersect,True
098-360-006,098-210-031,2015,intersect,True
123-032-29,123-032-11,2015,intersect,True
015-370-027,015-370-23,2015,intersect,True
1318-22-311-015,1318-22-002-002,2015,intersect,True
1318-22-311-022,1318-22-002-002,2015,intersect,True
1318-22-311-025,1318-22-002-002,2015,intersect,True
1318-22-312-001,1318-22-002-002,2015,intersect,True
1318-22-312-003,1318-22-002-002,2015,intersect,True
1318-22-312-012,1318-22-002-002,2015,intersect,True
1318-22-312-010,1318-22-002-002,2015,intersect,True
117-150-046,117-150-040,2015,intersect,True
117-150-044,117-150-040,2015,intersect,True
034-591-019,034-591-16,2015,intersect,True
115-040-082,115-040-075,2015,intersect,True
123-131-11,123-131-04,2015,intersect,True
1318-22-312-020,1318-22-002-002,2015,intersect,True
126-082-68,126-082-21,2015,intersect,True
098-167-019,098-167-006,2015,intersect,True
090-191-051,090-191-008,2015,intersect,True
023-960-006,023-182-28,2015,intersect,True
130-241-65,130-241-46,2015,intersect,True
1318-22-313-005,1318-22-002-002,2015,intersect,True
1318-22-314-001,1318-22-002-002,2015,intersect,True
1318-22-314-004,1318-22-002-002,2015,intersect,True
1318-22-316-001,1318-22-002-002,2015,intersect,True
1318-22-316-004,1318-22-002-002,2015,intersect,True
1318-22-317-001,1318-22-002-002,2015,intersect,True
1318-22-317-003,1318-22-002-002,2015,intersect,True
1318-22-317-006,1318-22-002-002,2015,intersect,True
1318-22-711-002,1318-22-002-002,2015,intersect,True
1318-22-711-007,1318-22-002-002,2015,intersect,True
1418-15-511-026,1418-15-511-002,2015,intersect,True
023-904-018,023-904-08,2015,intersect,True
1418-10-802-011,1418-10-802-004,2015,intersect,True
097-130-028,097-130-043,2015,intersect,True
083-075-007,083-075-037,2015,intersect,True
126-080-25,126-080-26,2015,intersect,True
094-171-007,094-171-010,2015,intersect,True
1418-27-210-033,1418-27-210-020,2015,intersect,True
1418-34-113-004,1418-34-101-001,2015,intersect,True
1418-34-113-008,1418-34-101-001,2015,intersect,True
1319-30-515-002,1319-30-515-000,2015,intersect,True
1319-30-515-004,1319-30-515-000,2015,intersect,True
1418-34-110-065,1418-34-110-024,2015,intersect,True
090-072-037,090-072-026,2015,intersect,True
090-072-038,090-072-026,2015,intersect,True
090-072-039,090-072-026,2015,intersect,True
090-072-031,090-072-026,2015,intersect,True
129-071-03,129-280-21,2015,intersect,True
129-071-09,129-290-01,2015,intersect,True
1319-30-622-010,1319-30-622-000,2015,intersect,True
1418-27-210-036,1418-27-210-029,2015,intersect,True
1319-30-514-008,1319-30-514-000,2015,intersect,True
1319-30-515-001,1319-30-515-000,2015,intersect,True
1319-30-514-014,1319-30-514-000,2015,intersect,True
1319-30-514-022,1319-30-514-000,2015,intersect,True
1319-30-514-021,1319-30-514-000,2015,intersect,True
1319-30-514-019,1319-30-514-000,2015,intersect,True
1319-30-514-018,1319-30-514-000,2015,intersect,True
1319-30-514-009,1319-30-514-000,2015,intersect,True
1319-30-520-013,1319-30-520-024,2015,intersect,True
1319-30-520-025,1319-30-520-003,2015,intersect,True
1319-30-520-026,1319-30-520-000,2015,intersect,True
1319-30-520-019,1319-30-520-000,2015,intersect,True
1319-30-522-002,1319-30-522-000,2015,intersect,True
1319-30-611-004,1319-30-611-000,2015,intersect,True
1319-30-611-005,1319-30-611-000,2015,intersect,True
1319-30-611-006,1319-30-611-000,2015,intersect,True
1319-30-614-006,1319-30-614-000,2015,intersect,True
1319-30-615-002,1319-30-615-000,2015,intersect,True
1319-30-615-001,1319-30-615-000,2015,intersect,True
1319-30-624-002,1319-30-624-000,2015,intersect,True
1319-30-624-001,1319-30-624-000,2015,intersect,True
1319-30-625-004,1319-30-625-000,2015,intersect,True
1319-30-626-002,1319-30-626-000,2015,intersect,True
1319-30-626-004,1319-30-626-000,2015,intersect,True
123-293-05,123-071-34,2015,intersect,True
123-293-06,123-071-34,2015,intersect,True
123-294-01,123-071-34,2015,intersect,True
123-294-05,123-071-34,2015,intersect,True
123-294-06,123-071-34,2015,intersect,True
123-295-06,123-071-34,2015,intersect,True
1319-30-710-001,1319-30-710-017,2015,intersect,True
1319-30-621-006,1319-30-621-003,2015,intersect,True
1319-30-617-009,1319-30-617-004,2015,intersect,True
1319-30-617-003,1319-30-617-004,2015,intersect,True
1319-30-617-007,1319-30-617-000,2015,intersect,True
1318-23-315-022,1318-23-301-001,2015,intersect,True
1318-23-315-024,1318-23-301-001,2015,intersect,True
1318-23-315-009,1318-23-301-001,2015,intersect,True
1318-23-315-014,1318-23-301-001,2015,intersect,True
1318-23-315-017,1318-23-301-001,2015,intersect,True
1318-23-315-026,1318-23-301-001,2015,intersect,True
1318-23-315-038,1318-23-301-001,2015,intersect,True
1318-23-315-003,1318-23-301-001,2015,intersect,True
1318-23-315-020,1318-23-301-001,2015,intersect,True
1318-23-315-035,1318-23-301-001,2015,intersect,True
026-139-45,026-139-23,2015,intersect,True
027-313-16,027-313-02,2015,intersect,True
029-710-006,029-441-21,2015,intersect,True
029-710-007,029-441-21,2015,intersect,True
029-710-002,029-441-21,2015,intersect,True
029-710-020,029-441-21,2015,intersect,True
029-710-013,029-441-15,2015,intersect,True
029-710-014,029-441-15,2015,intersect,True
028-340-004,028-011-19,2015,intersect,True
028-340-015,028-011-19,2015,intersect,True
028-340-006,028-011-19,2015,intersect,True
028-340-018,028-011-19,2015,intersect,True
028-340-010,028-011-19,2015,intersect,True
028-340-023,028-011-19,2015,intersect,True
098-360-003,098-210-031,2015,intersect,True
098-360-004,098-210-031,2015,intersect,True
098-360-001,098-210-030,2015,intersect,True
090-152-059,090-152-046,2015,intersect,True
090-152-060,090-152-046,2015,intersect,True
098-360-005,098-210-030,2015,intersect,True
123-131-10,123-131-05,2015,intersect,True
1318-22-311-002,1318-22-002-002,2015,intersect,True
1318-22-311-003,1318-22-002-002,2015,intersect,True
1318-22-311-005,1318-22-002-002,2015,intersect,True
1318-22-311-006,1318-22-002-002,2015,intersect,True
1318-22-311-007,1318-22-002-002,2015,intersect,True
1318-22-311-009,1318-22-002-002,2015,intersect,True
1318-22-311-017,1318-22-002-002,2015,intersect,True
1318-22-311-013,1318-22-002-002,2015,intersect,True
1318-22-311-023,1318-22-002-002,2015,intersect,True
1318-22-312-009,1318-22-002-002,2015,intersect,True
1318-22-312-014,1318-22-002-002,2015,intersect,True
1318-22-312-017,1318-22-002-002,2015,intersect,True
1318-22-312-006,1318-22-002-002,2015,intersect,True
1318-22-312-011,1318-22-002-002,2015,intersect,True
1318-22-312-008,1318-22-002-002,2015,intersect,True
1318-22-312-013,1318-22-002-002,2015,intersect,True
117-150-045,117-150-040,2015,intersect,True
117-150-043,117-150-040,2015,intersect,True
117-150-041,117-150-040,2015,intersect,True
025-735-11,025-735-05,2015,intersect,True
123-131-09,123-131-06,2015,intersect,True
1318-22-312-019,1318-22-002-002,2015,intersect,True
1318-15-410-021,1318-15-410-005,2015,intersect,True
027-621-15,027-631-12,2015,intersect,True
090-191-050,090-191-008,2015,intersect,True
090-191-052,090-191-008,2015,intersect,True
090-191-049,090-191-008,2015,intersect,True
033-441-029,033-441-06,2015,intersect,True
023-960-003,023-182-28,2015,intersect,True
023-960-005,023-182-28,2015,intersect,True
023-960-007,023-182-28,2015,intersect,True
1318-22-313-001,1318-22-002-002,2015,intersect,True
1318-22-314-005,1318-22-002-002,2015,intersect,True
1318-22-315-002,1318-22-002-002,2015,intersect,True
1318-22-315-003,1318-22-002-002,2015,intersect,True
1318-22-315-004,1318-22-002-002,2015,intersect,True
1318-22-316-005,1318-22-002-002,2015,intersect,True
1318-22-317-008,1318-22-002-002,2015,intersect,True
1318-22-313-003,1318-22-002-002,2015,intersect,True
1318-22-313-004,1318-22-002-002,2015,intersect,True
1318-22-313-006,1318-22-002-002,2015,intersect,True
1318-22-313-008,1318-22-002-002,2015,intersect,True
1318-22-314-007,1318-22-002-002,2015,intersect,True
1318-22-316-003,1318-22-002-002,2015,intersect,True
1318-22-316-008,1318-22-002-002,2015,intersect,True
1318-22-317-005,1318-22-002-002,2015,intersect,True
1318-22-317-007,1318-22-002-002,2015,intersect,True
1318-22-711-003,1318-22-002-002,2015,intersect,True
1318-22-711-008,1318-22-002-002,2015,intersect,True
016-091-050,016-091-50,2015,intersect,True
036-350-08,036-530-28,2015,intersect,True
083-202-006,083-202-017,2015,intersect,True
117-230-004,117-230-008,2015,intersect,True
1318-09-810-116,1318-09-810-070,2015,intersect,True
1418-34-113-012,1418-34-101-001,2015,intersect,True
1418-34-113-011,1418-34-101-001,2015,intersect,True
1418-34-113-010,1418-34-101-001,2015,intersect,True
1319-19-715-004,1319-19-715-003,2015,intersect,True
090-072-036,090-072-026,2015,intersect,True
090-072-032,090-072-026,2015,intersect,True
090-072-033,090-072-026,2015,intersect,True
122-591-03,122-128-16,2015,intersect,True
129-292-34,129-292-14,2015,intersect,True
129-071-05,129-280-21,2015,intersect,True
129-071-08,129-290-01,2015,intersect,True
129-071-04,129-280-21,2015,intersect,True
1319-30-622-006,1319-30-622-008,2015,intersect,True
1319-30-622-009,1319-30-622-000,2015,intersect,True
1418-15-110-021,1418-15-110-016,2015,intersect,True
1319-30-514-003,1319-30-514-000,2015,intersect,True
1319-30-514-015,1319-30-514-000,2015,intersect,True
1319-30-514-017,1319-30-514-000,2015,intersect,True
1319-30-514-011,1319-30-514-000,2015,intersect,True
1319-30-514-012,1319-30-514-000,2015,intersect,True
1319-30-514-024,1319-30-514-000,2015,intersect,True
1319-19-213-004,1319-19-213-001,2015,intersect,True
1319-30-520-006,1319-30-520-017,2015,intersect,True
1319-30-520-007,1319-30-520-029,2015,intersect,True
1319-30-519-004,1319-30-519-020,2015,intersect,True
1319-30-519-005,1319-30-519-001,2015,intersect,True
1319-30-520-010,1319-30-520-032,2015,intersect,True
1319-30-520-023,1319-30-520-000,2015,intersect,True
1319-30-520-030,1319-30-520-000,2015,intersect,True
1319-30-522-001,1319-30-523-003,2015,intersect,True
1319-30-611-001,1319-30-611-000,2015,intersect,True
1319-30-611-002,1319-30-611-000,2015,intersect,True
1319-30-611-008,1319-30-611-000,2015,intersect,True
1319-30-614-008,1319-30-614-000,2015,intersect,True
1319-30-624-004,1319-30-624-000,2015,intersect,True
1319-30-625-001,1319-30-625-000,2015,intersect,True
1319-30-625-002,1319-30-625-000,2015,intersect,True
1319-30-626-003,1319-30-626-000,2015,intersect,True
123-294-02,123-071-34,2015,intersect,True
123-295-03,123-071-34,2015,intersect,True
1418-10-610-003,1418-10-510-001,2015,intersect,True
1318-23-315-002,1318-23-301-001,2015,intersect,True
1318-23-315-005,1318-23-301-001,2015,intersect,True
1318-23-315-006,1318-23-301-001,2015,intersect,True
1318-23-315-008,1318-23-301-001,2015,intersect,True
1318-23-315-011,1318-23-301-001,2015,intersect,True
1318-23-315-016,1318-23-301-001,2015,intersect,True
1318-23-315-019,1318-23-301-001,2015,intersect,True
1318-23-315-023,1318-23-301-001,2015,intersect,True
1318-23-315-027,1318-23-301-001,2015,intersect,True
1318-23-315-028,1318-23-301-001,2015,intersect,True
1318-23-315-030,1318-23-301-001,2015,intersect,True
1318-23-315-029,1318-23-301-001,2015,intersect,True
1318-23-315-032,1318-23-301-001,2015,intersect,True
1318-23-315-040,1318-23-301-001,2015,intersect,True
1318-23-315-042,1318-23-301-001,2015,intersect,True
1318-23-315-001,1318-23-301-001,2015,intersect,True
1318-23-315-012,1318-23-301-001,2015,intersect,True
1318-23-315-013,1318-23-301-001,2015,intersect,True
1318-23-315-018,1318-23-301-001,2015,intersect,True
1318-23-315-043,1318-23-301-001,2015,intersect,True
025-551-34,025-551-02,2015,intersect,True
016-091-65,016-091-50,2015,intersect,True
029-710-005,029-441-21,2015,intersect,True
029-710-003,029-441-21,2015,intersect,True
029-710-009,029-441-21,2015,intersect,True
028-340-002,028-011-19,2015,intersect,True
028-340-013,028-011-19,2015,intersect,True
028-340-003,028-011-19,2015,intersect,True
028-340-014,028-011-19,2015,intersect,True
028-340-005,028-011-19,2015,intersect,True
028-340-016,028-011-19,2015,intersect,True
028-340-007,028-011-19,2015,intersect,True
028-340-020,028-011-19,2015,intersect,True
028-340-021,028-011-19,2015,intersect,True
028-340-011,028-011-19,2015,intersect,True
098-360-002,098-210-031,2015,intersect,True
094-520-015,094-150-007,2015,intersect,True
117-150-048,117-150-040,2015,intersect,True
090-233-036,090-233-001,2015,intersect,True
1318-22-311-004,1318-22-002-002,2015,intersect,True
1318-22-311-008,1318-22-002-002,2015,intersect,True
1318-22-311-011,1318-22-002-002,2015,intersect,True
1318-22-311-014,1318-22-002-002,2015,intersect,True
1318-22-311-018,1318-22-002-002,2015,intersect,True
1318-22-311-019,1318-22-002-002,2015,intersect,True
1318-22-311-001,1318-22-002-002,2015,intersect,True
1318-22-312-021,1318-22-002-002,2015,intersect,True
1318-22-312-015,1318-22-002-002,2015,intersect,True
1318-22-312-004,1318-22-002-002,2015,intersect,True
1318-22-312-007,1318-22-002-002,2015,intersect,True
1318-22-312-016,1318-22-002-002,2015,intersect,True
085-072-018,085-072-009,2015,intersect,True
028-221-030,028-221-26,2015,intersect,True
